Label,Mean,StdDev,Max,Min,Median,Mode,NumberOfVoxels,Volume
1,0.000,0.000,4.900E-324,0,0,0,243,10.058
2,0.000,0.000,4.900E-324,0,0,0,444,18.378
3,0.000,0.000,4.900E-324,0,0,0,1305,54.017
4,0.000,0.000,4.900E-324,0,0,0,3570,147.770
5,0.000,0.000,4.900E-324,0,0,0,599,24.794
6,0.000,0.000,4.900E-324,0,0,0,5664,234.445
7,0.000,0.000,4.900E-324,0,0,0,1779,73.637
8,0.000,0.000,4.900E-324,0,0,0,6833,282.832
9,0.000,0.000,4.900E-324,0,0,0,6775,280.432
10,0.000,0.000,4.900E-324,0,0,0,4010,165.982
11,0.000,0.000,4.900E-324,0,0,0,5142,212.838
12,90.098,420.595,3178.000,0,0,0,1686,69.787
13,0.000,0.000,4.900E-324,0,0,0,4448,184.112
14,0.000,0.000,4.900E-324,0,0,0,5745,237.798
15,0.000,0.000,4.900E-324,0,0,0,5069,209.817
16,0.000,0.000,4.900E-324,0,0,0,4157,172.067
17,0.000,0.000,4.900E-324,0,0,0,4797,198.558
18,0.000,0.000,4.900E-324,0,0,0,10761,445.421
19,0.000,0.000,4.900E-324,0,0,0,1748,72.353
20,0.000,0.000,4.900E-324,0,0,0,2794,115.650
21,0.000,0.000,4.900E-324,0,0,0,3894,161.181
22,0.000,0.000,4.900E-324,0,0,0,5661,234.321
23,0.000,0.000,4.900E-324,0,0,0,2752,113.911
24,0.000,0.000,4.900E-324,0,0,0,6084,251.830
25,0.000,0.000,4.900E-324,0,0,0,9640,399.020
26,0.000,0.000,4.900E-324,0,0,0,10447,432.423
27,0.000,0.000,4.900E-324,0,0,0,5616,232.458
28,0.000,0.000,4.900E-324,0,0,0,4984,206.298
29,0.000,0.000,4.900E-324,0,0,0,5966,246.945
30,0.000,0.000,4.900E-324,0,0,0,117,4.843
31,0.000,0.000,4.900E-324,0,0,0,2834,117.305
32,0.000,0.000,4.900E-324,0,0,0,2880,119.209
33,0.000,0.000,4.900E-324,0,0,0,1077,44.579
34,0.000,0.000,4.900E-324,0,0,0,2268,93.877
35,0.000,0.000,4.900E-324,0,0,0,3677,152.199
36,0.000,0.000,4.900E-324,0,0,0,12958,536.359
37,0.000,0.000,4.900E-324,0,0,0,1844,76.327
38,0.000,0.000,4.900E-324,0,0,0,5119,211.886
39,0.000,0.000,4.900E-324,0,0,0,3823,158.242
40,0.000,0.000,4.900E-324,0,0,0,31664,1310.640
41,0.000,0.000,4.900E-324,0,0,0,3253,134.649
42,0.000,0.000,4.900E-324,0,0,0,3402,140.816
43,0.000,0.000,4.900E-324,0,0,0,3025,125.211
44,0.000,0.000,4.900E-324,0,0,0,1751,72.478
45,0.000,0.000,4.900E-324,0,0,0,7731,320.002
46,0.000,0.000,4.900E-324,0,0,0,3291,136.221
47,0.000,0.000,4.900E-324,0,0,0,2201,91.104
48,0.000,0.000,4.900E-324,0,0,0,5216,215.901
49,0.000,0.000,4.900E-324,0,0,0,4577,189.452
50,0.000,0.000,4.900E-324,0,0,0,2672,110.600
51,0.000,0.000,4.900E-324,0,0,0,3416,141.395
52,0.000,0.000,4.900E-324,0,0,0,4024,166.562
53,0.000,0.000,4.900E-324,0,0,0,7269,300.879
54,0.000,0.000,4.900E-324,0,0,0,3406,140.982
55,0.000,0.000,4.900E-324,0,0,0,1741,72.064
56,0.000,0.000,4.900E-324,0,0,0,3254,134.690
57,0.000,0.000,4.900E-324,0,0,0,3975,164.534
58,0.000,0.000,4.900E-324,0,0,0,2959,122.479
59,0.000,0.000,4.900E-324,0,0,0,2651,109.730
60,0.000,0.000,4.900E-324,0,0,0,1698,70.284
61,0.000,0.000,4.900E-324,0,0,0,1577,65.275
62,377.493,875.226,4095.000,0,0,0,5986,247.773
